Data;Ultimo;Abertura;Max;Min;Vol;Var(%);
05.01.2015;1.352,79;1.346,53;1.353,91;1.341,27;-;0,47;
02.01.2015;1.346,52;1.337,29;1.347,99;1.336,95;-;0,73;
30.12.2014;1.336,72;1.332,78;1.340,73;1.330,01;-;0,30;
29.12.2014;1.332,78;1.330,05;1.333,18;1.325,93;-;0,23;
26.12.2014;1.329,78;1.324,09;1.332,27;1.322,85;-;0,41;
23.12.2014;1.324,39;1.319,58;1.327,40;1.317,27;-;0,37;
22.12.2014;1.319,55;1.323,46;1.323,46;1.314,54;-;-0,30;
19.12.2014;1.323,46;1.318,19;1.323,57;1.317,07;-;0,40;
18.12.2014;1.318,20;1.312,55;1.321,49;1.308,70;-;0,43;
17.12.2014;1.312,56;1.304,29;1.312,86;1.303,40;-;0,64;
16.12.2014;1.304,15;1.321,06;1.321,06;1.304,15;-;-1,25;
15.12.2014;1.320,72;1.322,00;1.324,70;1.317,52;-;-0,08;
12.12.2014;1.321,80;1.330,02;1.330,58;1.321,38;-;-0,62;
11.12.2014;1.330,02;1.331,18;1.332,77;1.328,07;-;-0,09;
10.12.2014;1.331,18;1.331,95;1.335,78;1.326,47;-;-0,01;
09.12.2014;1.331,27;1.336,17;1.340,90;1.331,17;-;-0,37;
08.12.2014;1.336,17;1.343,84;1.344,73;1.336,02;-;-0,57;
05.12.2014;1.343,84;1.340,49;1.345,27;1.339,17;-;0,15;
04.12.2014;1.341,81;1.343,42;1.346,28;1.339,47;-;-0,12;
03.12.2014;1.343,45;1.350,83;1.350,83;1.343,40;-;-0,56;
02.12.2014;1.351,08;1.354,97;1.356,31;1.349,20;-;-0,29;
01.12.2014;1.354,97;1.361,71;1.364,50;1.353,72;-;-0,44;
28.11.2014;1.361,00;1.356,64;1.364,22;1.356,64;-;0,32;
27.11.2014;1.356,64;1.357,08;1.362,69;1.356,38;-;-0,03;
26.11.2014;1.357,08;1.354,34;1.358,68;1.349,84;-;0,21;
25.11.2014;1.354,24;1.351,52;1.355,53;1.349,49;-;0,20;
24.11.2014;1.351,52;1.343,87;1.351,78;1.343,45;-;0,56;
21.11.2014;1.344,02;1.341,45;1.346,41;1.341,45;-;0,19;
19.11.2014;1.341,43;1.345,23;1.347,25;1.341,43;-;-0,27;
18.11.2014;1.345,11;1.347,39;1.348,48;1.344,71;-;-0,15;
17.11.2014;1.347,11;1.350,22;1.350,22;1.342,16;-;-0,20;
14.11.2014;1.349,87;1.352,11;1.353,97;1.347,68;-;-0,17;
13.11.2014;1.352,21;1.361,40;1.361,40;1.350,87;-;-0,68;
12.11.2014;1.361,40;1.366,30;1.367,58;1.358,48;-;-0,38;
11.11.2014;1.366,53;1.377,15;1.377,15;1.365,37;-;-0,77;
10.11.2014;1.377,18;1.383,83;1.388,65;1.374,73;-;-0,48;
07.11.2014;1.383,83;1.386,47;1.387,90;1.383,57;-;-0,19;
06.11.2014;1.386,47;1.392,11;1.398,34;1.385,24;-;-0,39;
05.11.2014;1.391,95;1.396,22;1.398,95;1.389,03;-;-0,31;
04.11.2014;1.396,22;1.398,45;1.401,05;1.393,85;-;-0,16;
03.11.2014;1.398,45;1.402,46;1.406,16;1.398,45;-;-0,29;
31.10.2014;1.402,46;1.400,47;1.404,83;1.399,94;-;0,14;
30.10.2014;1.400,47;1.396,87;1.401,35;1.396,87;-;0,31;
29.10.2014;1.396,20;1.397,67;1.399,41;1.394,68;-;-0,10;
28.10.2014;1.397,66;1.395,18;1.398,86;1.394,94;-;0,10;
27.10.2014;1.396,22;1.405,53;1.405,53;1.393,79;-;-0,66;
24.10.2014;1.405,53;1.405,74;1.405,90;1.400,96;-;0,02;
23.10.2014;1.405,25;1.409,59;1.411,78;1.403,88;-;-0,31;
22.10.2014;1.409,59;1.410,73;1.410,79;1.408,11;-;-0,07;
21.10.2014;1.410,61;1.416,45;1.417,41;1.408,48;-;-0,41;
20.10.2014;1.416,45;1.419,97;1.421,60;1.416,45;-;-0,25;
17.10.2014;1.419,97;1.416,78;1.421,22;1.415,90;-;0,23;
16.10.2014;1.416,78;1.419,87;1.421,37;1.415,95;-;-0,22;
15.10.2014;1.419,86;1.421,39;1.423,21;1.416,30;-;-0,10;
14.10.2014;1.421,24;1.419,08;1.421,32;1.416,61;-;0,15;
13.10.2014;1.419,08;1.419,32;1.421,84;1.416,24;-;-0,02;
10.10.2014;1.419,32;1.416,49;1.419,40;1.415,31;-;0,17;
09.10.2014;1.416,88;1.416,77;1.418,08;1.414,76;-;0,05;
08.10.2014;1.416,17;1.419,10;1.420,39;1.414,72;-;-0,19;
07.10.2014;1.418,92;1.414,78;1.418,92;1.413,03;-;0,31;
06.10.2014;1.414,58;1.412,68;1.419,87;1.412,42;-;0,17;
03.10.2014;1.412,19;1.420,18;1.422,74;1.411,51;-;-0,56;
02.10.2014;1.420,16;1.421,51;1.423,70;1.416,69;-;-0,09;
01.10.2014;1.421,51;1.421,74;1.426,26;1.418,23;-;0,00;
30.09.2014;1.421,44;1.418,71;1.421,99;1.417,94;-;0,23;
29.09.2014;1.418,12;1.424,15;1.424,15;1.417,90;-;-0,42;
26.09.2014;1.424,10;1.420,63;1.424,83;1.419,41;-;0,26;
25.09.2014;1.420,41;1.419,42;1.421,56;1.418,50;-;0,07;
24.09.2014;1.419,42;1.418,97;1.422,91;1.418,79;-;0,03;
23.09.2014;1.418,96;1.416,89;1.419,67;1.415,12;-;0,15;
22.09.2014;1.416,89;1.418,66;1.419,06;1.414,59;-;-0,12;
19.09.2014;1.418,66;1.423,70;1.423,70;1.418,31;-;-0,38;
18.09.2014;1.424,14;1.422,09;1.424,14;1.417,45;-;0,15;
17.09.2014;1.422,02;1.418,51;1.422,09;1.417,13;-;0,25;
16.09.2014;1.418,49;1.417,65;1.420,71;1.417,65;-;0,06;
15.09.2014;1.417,65;1.414,03;1.418,76;1.412,21;-;0,26;
12.09.2014;1.414,03;1.414,36;1.416,40;1.411,09;-;-0,06;
11.09.2014;1.414,92;1.412,86;1.415,91;1.411,17;-;0,17;
10.09.2014;1.412,52;1.413,73;1.416,29;1.410,18;-;-0,10;
09.09.2014;1.413,96;1.412,93;1.415,06;1.410,69;-;0,12;
08.09.2014;1.412,31;1.415,77;1.417,44;1.411,92;-;-0,24;
05.09.2014;1.415,76;1.419,07;1.420,11;1.413,82;-;-0,35;
04.09.2014;1.420,67;1.418,47;1.420,67;1.416,40;-;0,18;
03.09.2014;1.418,18;1.418,13;1.421,41;1.416,70;-;0,01;
02.09.2014;1.418,07;1.414,07;1.418,28;1.410,63;-;0,32;
01.09.2014;1.413,51;1.413,09;1.414,93;1.408,68;-;0,03;
29.08.2014;1.413,10;1.405,38;1.415,03;1.405,38;-;0,53;
28.08.2014;1.405,66;1.400,58;1.407,06;1.399,88;-;0,36;
27.08.2014;1.400,58;1.394,68;1.400,85;1.394,42;-;0,44;
26.08.2014;1.394,49;1.395,95;1.399,18;1.393,06;-;-0,12;
25.08.2014;1.396,11;1.398,10;1.398,81;1.393,41;-;-0,14;
22.08.2014;1.398,10;1.399,34;1.401,17;1.396,28;-;-0,09;
21.08.2014;1.399,34;1.393,05;1.400,09;1.392,52;-;0,45;
20.08.2014;1.393,05;1.396,52;1.398,05;1.392,12;-;-0,28;
19.08.2014;1.396,90;1.394,97;1.398,70;1.393,19;-;0,14;
18.08.2014;1.394,97;1.397,17;1.398,22;1.393,24;-;-0,16;
15.08.2014;1.397,15;1.392,73;1.397,15;1.391,12;-;0,41;
14.08.2014;1.391,48;1.392,70;1.395,80;1.391,43;-;-0,09;
13.08.2014;1.392,70;1.389,47;1.393,75;1.388,55;-;0,21;
12.08.2014;1.389,80;1.391,88;1.392,48;1.386,88;-;-0,15;
11.08.2014;1.391,82;1.390,31;1.393,07;1.387,50;-;0,11;
08.08.2014;1.390,25;1.392,62;1.393,69;1.388,81;-;-0,18;
07.08.2014;1.392,72;1.393,90;1.395,34;1.390,67;-;-0,08;
06.08.2014;1.393,90;1.397,32;1.397,50;1.392,01;-;-0,26;
05.08.2014;1.397,56;1.402,19;1.403,23;1.397,51;-;-0,33;
04.08.2014;1.402,19;1.410,03;1.410,62;1.401,83;-;-0,56;
01.08.2014;1.410,03;1.409,42;1.411,76;1.406,94;-;0,04;
31.07.2014;1.409,42;1.408,55;1.412,33;1.406,52;-;0,06;
30.07.2014;1.408,57;1.408,70;1.410,14;1.403,95;-;-0,01;
29.07.2014;1.408,70;1.402,94;1.408,70;1.402,94;-;0,41;
28.07.2014;1.402,94;1.407,16;1.407,16;1.402,89;-;-0,30;
25.07.2014;1.407,14;1.406,35;1.408,96;1.404,41;-;0,06;
24.07.2014;1.406,35;1.404,03;1.406,97;1.403,32;-;0,16;
23.07.2014;1.404,06;1.404,78;1.406,47;1.402,66;-;-0,06;
22.07.2014;1.404,87;1.399,74;1.404,89;1.397,88;-;0,37;
21.07.2014;1.399,73;1.393,71;1.399,92;1.393,71;-;0,41;
18.07.2014;1.394,02;1.393,16;1.397,58;1.393,16;-;0,08;
17.07.2014;1.392,95;1.389,69;1.393,99;1.389,69;-;0,23;
16.07.2014;1.389,69;1.391,82;1.392,34;1.389,55;-;-0,15;
15.07.2014;1.391,82;1.390,23;1.392,91;1.390,22;-;0,11;
14.07.2014;1.390,27;1.387,58;1.391,22;1.387,27;-;0,22;
11.07.2014;1.387,20;1.388,26;1.391,87;1.385,68;-;-0,08;
10.07.2014;1.388,36;1.390,90;1.394,18;1.388,36;-;-0,19;
08.07.2014;1.391,00;1.386,06;1.391,22;1.386,06;-;0,36;
07.07.2014;1.386,06;1.389,27;1.390,47;1.386,06;-;-0,23;
04.07.2014;1.389,25;1.390,76;1.392,54;1.388,51;-;-0,11;
03.07.2014;1.390,76;1.390,25;1.392,20;1.387,47;-;0,01;
02.07.2014;1.390,58;1.389,32;1.391,78;1.387,97;-;0,19;
01.07.2014;1.387,99;1.387,63;1.391,08;1.386,13;-;0,03;
30.06.2014;1.387,63;1.383,77;1.387,63;1.381,67;-;0,30;
27.06.2014;1.383,52;1.381,54;1.383,74;1.379,88;-;0,15;
26.06.2014;1.381,49;1.381,84;1.385,21;1.380,90;-;-0,03;
25.06.2014;1.381,84;1.379,48;1.383,28;1.378,84;-;0,14;
24.06.2014;1.379,95;1.376,34;1.382,54;1.375,74;-;0,26;
23.06.2014;1.376,34;1.374,37;1.377,45;1.373,38;-;0,14;
20.06.2014;1.374,37;1.376,04;1.377,26;1.372,72;-;-0,12;
18.06.2014;1.376,06;1.376,44;1.378,41;1.375,14;-;-0,03;
17.06.2014;1.376,44;1.375,30;1.376,95;1.373,29;-;0,08;
16.06.2014;1.375,30;1.375,80;1.377,98;1.374,99;-;-0,04;
13.06.2014;1.375,80;1.371,81;1.376,46;1.370,37;-;0,25;
11.06.2014;1.372,33;1.371,24;1.375,53;1.370,93;-;0,01;
10.06.2014;1.372,16;1.371,70;1.372,77;1.369,45;-;0,03;
09.06.2014;1.371,70;1.372,65;1.373,35;1.370,12;-;-0,08;
06.06.2014;1.372,81;1.369,85;1.374,25;1.369,20;-;0,22;
05.06.2014;1.369,85;1.368,07;1.372,05;1.366,95;-;0,13;
04.06.2014;1.368,08;1.366,52;1.368,08;1.363,43;-;0,11;
03.06.2014;1.366,52;1.368,08;1.368,81;1.365,77;-;-0,11;
02.06.2014;1.368,05;1.369,25;1.372,14;1.366,45;-;-0,09;
30.05.2014;1.369,25;1.364,59;1.369,33;1.363,37;-;0,34;
29.05.2014;1.364,60;1.361,01;1.364,60;1.360,56;-;0,26;
28.05.2014;1.361,01;1.358,57;1.361,40;1.357,76;-;0,19;
27.05.2014;1.358,47;1.357,62;1.359,40;1.356,26;-;0,07;
26.05.2014;1.357,56;1.357,91;1.358,55;1.355,07;-;-0,03;
23.05.2014;1.357,91;1.357,69;1.359,38;1.356,39;-;0,01;
22.05.2014;1.357,78;1.360,24;1.362,22;1.356,44;-;-0,15;
21.05.2014;1.359,81;1.358,59;1.359,87;1.356,36;-;0,09;
20.05.2014;1.358,59;1.360,45;1.360,45;1.358,03;-;-0,14;
19.05.2014;1.360,43;1.360,47;1.362,28;1.359,44;-;-0,00;
16.05.2014;1.360,47;1.362,94;1.362,94;1.359,08;-;-0,20;
15.05.2014;1.363,20;1.361,40;1.363,20;1.358,89;-;0,13;
14.05.2014;1.361,40;1.357,74;1.361,40;1.357,43;-;0,27;
13.05.2014;1.357,74;1.357,77;1.360,23;1.356,13;-;-0,00;
12.05.2014;1.357,77;1.358,56;1.360,68;1.356,44;-;-0,03;
09.05.2014;1.358,24;1.358,08;1.360,29;1.356,19;-;0,01;
08.05.2014;1.358,08;1.355,60;1.360,41;1.354,46;-;0,18;
07.05.2014;1.355,60;1.356,24;1.358,20;1.355,42;-;-0,11;
06.05.2014;1.357,10;1.357,62;1.358,74;1.354,82;-;-0,04;
05.05.2014;1.357,66;1.359,12;1.362,36;1.356,80;-;-0,11;
02.05.2014;1.359,12;1.350,96;1.359,66;1.350,30;-;0,62;
30.04.2014;1.350,76;1.348,59;1.351,85;1.346,25;-;0,16;
29.04.2014;1.348,59;1.349,62;1.351,07;1.345,70;-;-0,08;
28.04.2014;1.349,62;1.347,44;1.350,21;1.345,89;-;0,16;
25.04.2014;1.347,44;1.346,98;1.350,03;1.343,86;-;0,03;
24.04.2014;1.347,09;1.345,92;1.350,42;1.345,77;-;0,09;
23.04.2014;1.345,93;1.344,93;1.348,67;1.343,34;-;0,08;
22.04.2014;1.344,88;1.344,69;1.345,90;1.343,18;-;0,01;
17.04.2014;1.344,76;1.343,64;1.346,93;1.341,91;-;0,10;
16.04.2014;1.343,47;1.346,13;1.346,20;1.342,88;-;-0,20;
15.04.2014;1.346,13;1.343,65;1.348,15;1.342,75;-;0,19;
14.04.2014;1.343,55;1.337,19;1.345,25;1.337,19;-;0,44;
11.04.2014;1.337,62;1.336,21;1.339,22;1.334,78;-;0,11;
10.04.2014;1.336,21;1.336,24;1.338,32;1.333,24;-;-0,00;
09.04.2014;1.336,22;1.337,60;1.339,39;1.335,16;-;-0,09;
08.04.2014;1.337,38;1.340,29;1.341,23;1.335,14;-;-0,22;
07.04.2014;1.340,29;1.339,15;1.343,52;1.335,89;-;0,09;
04.04.2014;1.339,14;1.338,63;1.340,97;1.333,41;-;0,04;
03.04.2014;1.338,64;1.336,05;1.341,43;1.336,05;-;0,15;
02.04.2014;1.336,60;1.334,94;1.338,72;1.331,67;-;0,11;
01.04.2014;1.335,17;1.336,30;1.342,43;1.334,58;-;-0,07;
31.03.2014;1.336,07;1.332,96;1.336,56;1.330,01;-;0,23;
28.03.2014;1.332,94;1.332,81;1.332,94;1.326,46;-;0,01;
27.03.2014;1.332,81;1.330,28;1.332,81;1.327,34;-;0,20;
26.03.2014;1.330,20;1.327,58;1.330,83;1.324,42;-;0,21;
25.03.2014;1.327,44;1.325,58;1.328,12;1.320,90;-;0,13;
24.03.2014;1.325,66;1.327,79;1.329,54;1.323,70;-;-0,17;
21.03.2014;1.327,86;1.323,39;1.327,86;1.321,77;-;0,34;
20.03.2014;1.323,39;1.324,90;1.326,48;1.321,52;-;-0,11;
19.03.2014;1.324,90;1.323,34;1.327,09;1.322,25;-;0,12;
18.03.2014;1.323,29;1.322,42;1.326,14;1.320,71;-;0,06;
17.03.2014;1.322,54;1.321,91;1.324,99;1.319,71;-;0,07;
14.03.2014;1.321,58;1.323,49;1.325,07;1.318,82;-;-0,14;
13.03.2014;1.323,42;1.328,10;1.328,10;1.319,22;-;-0,34;
12.03.2014;1.327,98;1.329,65;1.331,46;1.323,47;-;-0,13;
11.03.2014;1.329,65;1.327,38;1.333,81;1.326,46;-;0,16;
10.03.2014;1.327,47;1.337,20;1.337,20;1.327,02;-;-0,73;
07.03.2014;1.337,25;1.337,44;1.341,03;1.333,78;-;-0,04;
06.03.2014;1.337,75;1.339,55;1.348,83;1.337,59;-;-0,13;
05.03.2014;1.339,55;1.330,62;1.341,49;1.330,62;-;0,69;
28.02.2014;1.330,42;1.316,25;1.333,58;1.314,83;-;1,08;
27.02.2014;1.316,20;1.303,47;1.319,73;1.303,47;-;0,98;
26.02.2014;1.303,46;1.296,49;1.304,33;1.295,96;-;0,54;
25.02.2014;1.296,49;1.284,00;1.297,72;1.281,82;-;0,97;
24.02.2014;1.284,00;1.275,48;1.284,11;1.275,48;-;0,65;
21.02.2014;1.275,76;1.259,76;1.275,76;1.258,15;-;1,29;
20.02.2014;1.259,54;1.256,96;1.259,54;1.253,17;-;0,21;
19.02.2014;1.256,96;1.251,43;1.256,96;1.249,30;-;0,44;
18.02.2014;1.251,43;1.247,62;1.254,85;1.246,19;-;0,29;
17.02.2014;1.247,78;1.243,90;1.248,27;1.242,59;-;0,32;
14.02.2014;1.243,78;1.237,50;1.244,82;1.235,00;-;0,51;
13.02.2014;1.237,50;1.234,47;1.237,58;1.231,73;-;0,24;
12.02.2014;1.234,49;1.233,92;1.236,22;1.231,37;-;0,05;
11.02.2014;1.233,91;1.231,18;1.235,96;1.230,44;-;0,21;
10.02.2014;1.231,30;1.238,36;1.238,36;1.229,94;-;-0,57;
07.02.2014;1.238,36;1.241,30;1.241,30;1.234,08;-;-0,24;
06.02.2014;1.241,30;1.247,06;1.250,63;1.240,90;-;-0,73;
05.02.2014;1.250,37;1.256,46;1.258,14;1.249,24;-;-0,51;
04.02.2014;1.256,79;1.265,55;1.265,55;1.256,13;-;-0,69;
03.02.2014;1.265,54;1.282,13;1.283,39;1.265,54;-;-1,29;
31.01.2014;1.282,04;1.274,43;1.283,47;1.273,94;-;0,62;
30.01.2014;1.274,17;1.271,55;1.276,61;1.271,45;-;0,14;
29.01.2014;1.272,36;1.287,00;1.287,00;1.272,36;-;-1,13;
28.01.2014;1.286,96;1.289,28;1.290,20;1.282,06;-;-0,18;
27.01.2014;1.289,27;1.298,00;1.299,09;1.288,99;-;-0,68;
24.01.2014;1.298,08;1.307,90;1.309,47;1.296,23;-;-0,75;
23.01.2014;1.307,90;1.313,22;1.315,65;1.304,90;-;-0,41;
22.01.2014;1.313,22;1.318,76;1.321,07;1.313,22;-;-0,42;
21.01.2014;1.318,76;1.329,05;1.329,68;1.318,76;-;-0,77;
20.01.2014;1.329,05;1.331,98;1.332,76;1.320,23;-;-0,23;
17.01.2014;1.332,07;1.335,57;1.338,11;1.330,33;-;-0,24;
16.01.2014;1.335,21;1.347,51;1.347,51;1.334,47;-;-0,88;
15.01.2014;1.347,01;1.347,02;1.348,15;1.342,28;-;-0,00;
14.01.2014;1.347,07;1.348,37;1.351,62;1.340,36;-;-0,08;
13.01.2014;1.348,09;1.349,92;1.355,87;1.345,79;-;-0,14;
10.01.2014;1.349,92;1.363,67;1.366,33;1.349,92;-;-1,01;
09.01.2014;1.363,67;1.370,37;1.370,37;1.362,49;-;-0,49;
08.01.2014;1.370,32;1.374,33;1.374,54;1.367,99;-;-0,29;
07.01.2014;1.374,34;1.374,54;1.375,68;1.370,93;-;-0,01;
06.01.2014;1.374,54;1.375,03;1.378,08;1.372,55;-;-0,03;
03.01.2014;1.374,91;1.376,42;1.378,69;1.372,49;-;-0,10;
02.01.2014;1.376,31;1.375,74;1.378,04;1.369,95;-;0,12;
30.12.2013;1.374,70;1.372,56;1.379,54;1.371,95;-;0,16;
27.12.2013;1.372,56;1.362,88;1.372,56;1.361,88;-;0,70;
26.12.2013;1.363,00;1.360,33;1.365,35;1.358,78;-;0,20;
24.12.2013;1.360,33;1.360,33;1.360,33;1.360,33;-;0,00;
23.12.2013;1.360,33;1.372,09;1.372,09;1.360,33;-;-0,86;
20.12.2013;1.372,09;1.363,19;1.372,26;1.361,64;-;0,65;
19.12.2013;1.363,19;1.358,94;1.363,64;1.358,09;-;0,30;
18.12.2013;1.359,07;1.364,77;1.364,77;1.359,07;-;-0,40;
17.12.2013;1.364,54;1.363,28;1.364,54;1.358,50;-;0,08;
16.12.2013;1.363,48;1.364,76;1.368,92;1.361,67;-;-0,09;
13.12.2013;1.364,76;1.370,03;1.372,20;1.364,38;-;-0,39;
12.12.2013;1.370,13;1.374,28;1.374,28;1.368,53;-;-0,26;
11.12.2013;1.373,73;1.380,44;1.381,06;1.371,48;-;-0,49;
10.12.2013;1.380,54;1.378,07;1.383,83;1.374,23;-;0,18;
09.12.2013;1.378,07;1.386,29;1.387,54;1.376,18;-;-0,60;
06.12.2013;1.386,40;1.388,53;1.390,54;1.383,15;-;-0,15;
05.12.2013;1.388,53;1.399,89;1.400,12;1.387,96;-;-0,81;
04.12.2013;1.399,89;1.403,67;1.404,15;1.395,82;-;-0,28;
03.12.2013;1.403,88;1.407,24;1.411,57;1.403,21;-;-0,23;
02.12.2013;1.407,18;1.411,79;1.413,99;1.406,60;-;-0,32;
29.11.2013;1.411,67;1.406,52;1.411,98;1.404,33;-;0,39;
28.11.2013;1.406,25;1.405,05;1.406,95;1.401,65;-;0,09;
27.11.2013;1.405,05;1.406,59;1.407,51;1.399,42;-;-0,11;
26.11.2013;1.406,59;1.408,50;1.411,44;1.405,22;-;-0,14;
25.11.2013;1.408,52;1.413,09;1.414,37;1.407,85;-;-0,32;
22.11.2013;1.413,05;1.413,52;1.414,44;1.409,57;-;-0,03;
21.11.2013;1.413,53;1.411,81;1.415,49;1.411,27;-;0,12;
19.11.2013;1.411,81;1.414,18;1.417,76;1.410,92;-;-0,14;
18.11.2013;1.413,85;1.414,38;1.417,11;1.413,01;-;-0,04;
14.11.2013;1.414,38;1.408,31;1.417,51;1.408,31;-;0,42;
13.11.2013;1.408,52;1.412,75;1.413,42;1.407,65;-;-0,30;
12.11.2013;1.412,75;1.413,30;1.414,47;1.410,34;-;0,01;
11.11.2013;1.412,62;1.420,76;1.423,88;1.412,29;-;-0,57;
08.11.2013;1.420,76;1.422,88;1.426,40;1.416,20;-;-0,15;
07.11.2013;1.422,88;1.424,28;1.428,33;1.422,15;-;-0,09;
06.11.2013;1.424,16;1.421,40;1.426,16;1.420,76;-;0,20;
05.11.2013;1.421,30;1.425,13;1.427,10;1.421,16;-;-0,27;
04.11.2013;1.425,13;1.426,77;1.428,45;1.421,26;-;-0,10;
01.11.2013;1.426,54;1.423,10;1.429,85;1.420,40;-;0,24;
31.10.2013;1.423,10;1.419,33;1.424,33;1.418,67;-;0,26;
30.10.2013;1.419,48;1.418,31;1.419,93;1.416,78;-;0,09;
29.10.2013;1.418,21;1.420,05;1.421,89;1.417,50;-;-0,13;
28.10.2013;1.420,05;1.422,86;1.424,27;1.419,12;-;-0,21;
25.10.2013;1.423,10;1.420,89;1.423,85;1.418,72;-;0,14;
24.10.2013;1.421,04;1.420,42;1.421,13;1.416,68;-;0,04;
23.10.2013;1.420,51;1.417,48;1.420,68;1.414,08;-;0,23;
22.10.2013;1.417,19;1.410,10;1.417,19;1.409,33;-;0,50;
21.10.2013;1.410,10;1.407,97;1.413,69;1.406,64;-;0,15;
18.10.2013;1.407,95;1.406,49;1.409,26;1.405,23;-;0,10;
17.10.2013;1.406,48;1.409,34;1.412,26;1.403,79;-;-0,22;
16.10.2013;1.409,57;1.409,80;1.410,87;1.406,29;-;-0,02;
15.10.2013;1.409,90;1.411,05;1.413,37;1.407,93;-;-0,07;
14.10.2013;1.410,94;1.405,71;1.414,75;1.405,71;-;0,36;
11.10.2013;1.405,86;1.403,38;1.408,49;1.401,85;-;0,18;
10.10.2013;1.403,38;1.407,83;1.409,45;1.402,73;-;-0,29;
09.10.2013;1.407,53;1.406,80;1.412,11;1.406,11;-;0,06;
08.10.2013;1.406,74;1.406,90;1.411,23;1.401,17;-;-0,00;
07.10.2013;1.406,75;1.412,13;1.413,01;1.406,31;-;-0,42;
04.10.2013;1.412,63;1.406,08;1.413,60;1.404,69;-;0,47;
03.10.2013;1.406,08;1.407,60;1.409,63;1.405,33;-;-0,09;
02.10.2013;1.407,31;1.402,08;1.407,82;1.401,50;-;0,37;
01.10.2013;1.402,08;1.400,67;1.405,64;1.399,81;-;0,08;
30.09.2013;1.400,93;1.392,18;1.401,18;1.390,84;-;0,61;
27.09.2013;1.392,47;1.389,54;1.395,18;1.388,19;-;0,19;
26.09.2013;1.389,84;1.388,39;1.389,95;1.382,88;-;0,10;
25.09.2013;1.388,39;1.379,76;1.389,25;1.378,52;-;0,63;
24.09.2013;1.379,76;1.379,49;1.382,17;1.373,95;-;0,02;
23.09.2013;1.379,49;1.379,86;1.387,11;1.378,85;-;-0,11;
20.09.2013;1.380,95;1.378,50;1.381,01;1.373,64;-;0,18;
19.09.2013;1.378,50;1.376,29;1.379,72;1.374,34;-;0,16;
18.09.2013;1.376,29;1.372,68;1.379,01;1.372,61;-;0,27;
17.09.2013;1.372,65;1.374,01;1.379,99;1.372,65;-;-0,10;
16.09.2013;1.374,02;1.375,76;1.378,32;1.371,50;-;-0,13;
13.09.2013;1.375,76;1.378,34;1.381,79;1.370,04;-;-0,13;
12.09.2013;1.377,55;1.381,96;1.382,73;1.376,74;-;-0,32;
11.09.2013;1.381,96;1.384,04;1.385,85;1.380,31;-;-0,15;
10.09.2013;1.384,04;1.384,83;1.388,80;1.383,35;-;-0,06;
09.09.2013;1.384,83;1.386,66;1.388,81;1.384,48;-;-0,11;
06.09.2013;1.386,42;1.385,61;1.387,77;1.380,87;-;0,09;
05.09.2013;1.385,22;1.386,83;1.389,63;1.383,05;-;-0,12;
04.09.2013;1.386,83;1.386,97;1.389,56;1.384,58;-;-0,01;
03.09.2013;1.386,97;1.384,91;1.387,24;1.381,04;-;0,16;
02.09.2013;1.384,78;1.375,17;1.384,78;1.374,56;-;0,71;
30.08.2013;1.375,00;1.366,63;1.376,20;1.364,44;-;0,62;
29.08.2013;1.366,59;1.362,63;1.368,63;1.360,84;-;0,29;
28.08.2013;1.362,63;1.370,11;1.370,68;1.360,00;-;-0,57;
27.08.2013;1.370,42;1.375,32;1.375,89;1.368,63;-;-0,40;
26.08.2013;1.375,92;1.374,86;1.381,50;1.374,12;-;0,08;
23.08.2013;1.374,86;1.380,70;1.383,12;1.373,59;-;-0,31;
22.08.2013;1.379,16;1.382,23;1.385,32;1.378,90;-;-0,17;
21.08.2013;1.381,56;1.390,45;1.390,45;1.380,94;-;-0,64;
20.08.2013;1.390,45;1.389,75;1.395,21;1.386,18;-;0,06;
19.08.2013;1.389,62;1.402,45;1.403,50;1.388,58;-;-0,91;
16.08.2013;1.402,45;1.403,92;1.409,80;1.399,36;-;-0,10;
15.08.2013;1.403,92;1.403,65;1.411,04;1.403,61;-;0,02;
14.08.2013;1.403,65;1.405,73;1.410,96;1.401,70;-;-0,14;
13.08.2013;1.405,68;1.410,47;1.410,67;1.401,45;-;-0,31;
12.08.2013;1.410,10;1.416,47;1.416,59;1.406,50;-;-0,33;
09.08.2013;1.414,83;1.406,49;1.415,71;1.406,47;-;0,59;
08.08.2013;1.406,49;1.409,43;1.411,93;1.406,34;-;-0,21;
07.08.2013;1.409,43;1.411,49;1.413,78;1.406,92;-;-0,18;
06.08.2013;1.411,92;1.421,89;1.423,61;1.410,71;-;-0,70;
05.08.2013;1.421,89;1.418,50;1.427,99;1.415,77;-;0,24;
02.08.2013;1.418,52;1.424,68;1.424,78;1.414,87;-;-0,43;
01.08.2013;1.424,68;1.428,01;1.432,74;1.417,11;-;-0,17;
31.07.2013;1.427,11;1.429,65;1.429,65;1.422,64;-;-0,18;
30.07.2013;1.429,65;1.428,23;1.429,65;1.425,52;-;0,12;
29.07.2013;1.427,97;1.430,42;1.430,42;1.424,39;-;-0,12;
26.07.2013;1.429,62;1.424,45;1.431,25;1.424,23;-;0,27;
25.07.2013;1.425,77;1.428,59;1.430,66;1.421,98;-;-0,18;
24.07.2013;1.428,35;1.431,05;1.432,14;1.425,56;-;-0,18;
23.07.2013;1.430,93;1.419,07;1.430,99;1.418,94;-;0,78;
